  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    59940.00        619       -61.89717          -0.2135142E-05       -595.6536    
    60120.00         38        7.189449          -0.1650000E-09       -597.4982    
    60120.00        105        1.725138          -0.1409948E-09       -597.4475    
    60120.00        281       -32.44737          -0.4507247E-05       -597.2187    
    60120.00        433       -42.59163          -0.1966236E-05       -597.4003    
    60120.00        619       -59.55207          -0.2135142E-05       -597.4530    
    60300.00         38       0.2305489          -0.1650000E-09       -599.2981    
    60300.00        105        5.711269          -0.1409948E-09       -599.2471    
    60300.00        281       -32.69653          -0.4507247E-05       -599.0159    
    60300.00        433       -47.47898          -0.1966236E-05       -599.1993    
    60300.00        619       -62.06368          -0.2135142E-05       -599.2525    
    60480.00         38        7.148311          -0.1650000E-09       -601.0980    
    60480.00        105        1.650223          -0.1409948E-09       -601.0467    
    60480.00        281       -32.51896          -0.4507247E-05       -600.8130    
    60480.00        433       -42.87333          -0.1966236E-05       -600.9985    
    60480.00        619       -60.15520          -0.2135142E-05       -601.0520    
    60660.00         38       0.2715843          -0.1650000E-09       -602.8979    
    60660.00        105        5.784378          -0.1409948E-09       -602.8464    
    60660.00        281       -33.05490          -0.4507247E-05       -602.6102    
    60660.00        433       -47.77240          -0.1966236E-05       -602.7977    
    60660.00        619       -62.23115          -0.2135142E-05       -602.8516    
    60840.00         38        7.107371          -0.1650000E-09       -604.6978    
    60840.00        105        1.578883          -0.1409948E-09       -604.6459    
    60840.00        281       -32.59440          -0.4507247E-05       -604.4073    
    60840.00        433       -43.16667          -0.1966236E-05       -604.5969    
    60840.00        619       -60.75673          -0.2135142E-05       -604.6511    
    61020.00         38       0.3124220          -0.1650000E-09       -606.4977    
    61020.00        105        5.853950          -0.1409948E-09       -606.4455    
    61020.00        281       -33.40928          -0.4507247E-05       -606.2043    
    61020.00        433       -48.05444          -0.1966236E-05       -606.3961    
    61020.00        619       -62.40082          -0.2135142E-05       -606.4505    
    61200.00         38        7.066629          -0.1650000E-09       -608.2977    
    61200.00        105        1.511042          -0.1409948E-09       -608.2449    
    61200.00        281       -32.67396          -0.4507247E-05       -608.0014    
    61200.00        433       -43.47111          -0.1966236E-05       -608.1951    
    61200.00        619       -61.35543          -0.2135142E-05       -608.2501    
    61380.00         38       0.3530618          -0.1650000E-09       -610.0976    
    61380.00        105        5.920061          -0.1409948E-09       -610.0444    
    61380.00        281       -33.75940          -0.4507247E-05       -609.7985    
    61380.00        433       -48.32564          -0.1966236E-05       -609.9942    
    61380.00        619       -62.57388          -0.2135142E-05       -610.0496    
    61560.00         38        7.026085          -0.1650000E-09       -611.8975    
    61560.00        105        1.446624          -0.1409948E-09       -611.8439    
    61560.00        281       -32.75787          -0.4507247E-05       -611.5953    
    61560.00        433       -43.78610          -0.1966236E-05       -611.7932    
    61560.00        619       -61.95018          -0.2135142E-05       -611.8490    
    61740.00         38       0.3935038          -0.1650000E-09       -613.6974    
    61740.00        105        5.982786          -0.1409948E-09       -613.6434    
    61740.00        281       -34.10505          -0.4507247E-05       -613.3922    
    61740.00        433       -48.58655          -0.1966236E-05       -613.5922    
    61740.00        619       -62.75139          -0.2135142E-05       -613.6484    
    61920.00         38        6.985738          -0.1650000E-09       -615.4974    
    61920.00        105        1.385555          -0.1409948E-09       -615.4431    
    61920.00        281       -32.84633          -0.4507247E-05       -615.1892    
    61920.00        433       -44.11107          -0.1966236E-05       -615.3914    
    61920.00        619       -62.53996          -0.2135142E-05       -615.4479    
    62100.00         38       0.4337479          -0.1650000E-09       -617.2974    
    62100.00        105        6.042199          -0.1409948E-09       -617.2426    
    62100.00        281       -34.44603          -0.4507247E-05       -616.9863    
    62100.00        433       -48.83775          -0.1966236E-05       -617.1905    
    62100.00        619       -62.93434          -0.2135142E-05       -617.2474    
    62280.00         38        6.945589          -0.1650000E-09       -619.0972    
    62280.00        105        1.327761          -0.1409948E-09       -619.0421    
    62280.00        281       -32.93954          -0.4507247E-05       -618.7832    
    62280.00        433       -44.44544          -0.1966236E-05       -618.9896    
    62280.00        619       -63.12381          -0.2135142E-05       -619.0468    
    62460.00         38       0.4737941          -0.1650000E-09       -620.8972    
    62460.00        105        6.098374          -0.1409948E-09       -620.8417    
    62460.00        281       -34.78217          -0.4507247E-05       -620.5801    
    62460.00        433       -49.07983          -0.1966236E-05       -620.7887    
    62460.00        619       -63.12364          -0.2135142E-05       -620.8463    
    62640.00         38        6.905639          -0.1650000E-09       -622.6971    
    62640.00        105        1.273170          -0.1409948E-09       -622.6413    
    62640.00        281       -33.03764          -0.4507247E-05       -622.3770    
    62640.00        433       -44.78863          -0.1966236E-05       -622.5878    
    62640.00        619       -63.70088          -0.2135142E-05       -622.6458    
    62820.00         38       0.5136424          -0.1650000E-09       -624.4969    
    62820.00        105        6.151381          -0.1409948E-09       -624.4409    
    62820.00        281       -35.11333          -0.4507247E-05       -624.1738    
    62820.00        433       -49.31338          -0.1966236E-05       -624.3868    
    62820.00        619       -63.32010          -0.2135142E-05       -624.4453    
    63000.00         38        6.865886          -0.1650000E-09       -626.2970    
    63000.00        105        1.221711          -0.1409948E-09       -626.2405    
    63000.00        281       -33.14079          -0.4507247E-05       -625.9706    
